Category,GO BP Term,Hepatocytes,.,Patient 2177,..,Patient 2280,...,Patient 2556,....,Patient 2766,.....,Patient 3196,......,Patient 3477,.......
GOTERM_BP_5,regulation of catecholamine secretion,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,detection of light stimulus,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,triglyceride metabolic process,8.10E-01,19,9.80E-01,15,1.00E+00,#N/A,9.70E-01,13,1.00E+00,14,9.90E-01,15,9.70E-01,15
GOTERM_BP_5,positive regulation of tumor necrosis factor production,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,response to X-ray,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of endocytosis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of release of sequestered calcium ion into cytosol,1.00E+00,#N/A,1.00E+00,#N/A,4.30E-01,10,1.00E-01,10,1.00E+00,#N/A,2.50E-01,10,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of leukocyte migration,1.00E+00,#N/A,1.00E+00,#N/A,4.30E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,2.50E-01,10,1.00E+00,#N/A
GOTERM_BP_5,"complement activation, alternative pathway",1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,cell fate specification,6.70E-01,24,9.60E-01,19,7.40E-01,27,8.20E-01,19,9.60E-01,22,7.90E-01,23,7.80E-01,22
GOTERM_BP_5,glycerolipid biosynthetic process,3.50E-01,41,4.70E-01,39,1.90E-01,49,8.20E-01,30,5.60E-01,43,7.40E-01,37,7.50E-01,35
GOTERM_BP_5,positive regulation of synaptic transmission,5.80E-01,17,6.70E-01,16,8.50E-01,17,2.70E-01,17,6.90E-01,18,8.30E-01,15,6.40E-01,16
GOTERM_BP_5,oogenesis,9.80E-01,13,9.10E-01,15,7.60E-01,20,9.50E-01,12,8.00E-01,19,8.90E-01,16,9.40E-01,14
GOTERM_BP_5,negative regulation of Wnt receptor signaling pathway,4.50E-01,16,2.80E-01,17,3.40E-01,19,3.10E-01,15,4.00E-01,18,3.40E-01,17,2.50E-01,17
GOTERM_BP_5,cerebellum development,6.00E-01,15,8.10E-01,13,2.10E-01,20,9.20E-01,10,5.50E-01,17,7.50E-01,14,6.70E-01,14
GOTERM_BP_5,regulation of neurotransmitter transport,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,9.50E-01,11,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of lipid metabolic process,6.40E-01,22,8.70E-01,19,7.70E-01,24,8.30E-01,17,1.00E+00,17,7.70E-01,21,9.70E-01,16
GOTERM_BP_5,adult walking behavior,6.50E-01,11,1.00E+00,#N/A,8.60E-01,11,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of heart rate,6.50E-01,11,7.70E-01,10,8.60E-01,11,1.00E+00,#N/A,5.20E-01,13,5.10E-01,12,7.40E-01,10
GOTERM_BP_5,excretion,1.00E+00,19,9.90E-01,20,1.00E+00,#N/A,9.90E-01,17,9.90E-01,23,1.00E+00,17,1.00E+00,17
GOTERM_BP_5,regulated secretory pathway,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,somatic recombination of immunoglobulin gene segments,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,embryonic cranial skeleton morphogenesis,1.00E+00,#N/A,1.00E+00,#N/A,7.30E-01,10,1.00E+00,#N/A,6.80E-01,10,5.20E-01,10,1.00E+00,#N/A
GOTERM_BP_5,regulation of phosphatase activity,5.00E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,5.00E-01,11,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,cerebellar cortex development,5.00E-01,10,1.00E+00,#N/A,3.70E-01,12,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,acid secretion,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,fucose metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,embryonic organ morphogenesis,8.30E-01,59,8.20E-01,58,7.50E-01,70,6.00E-01,54,8.40E-01,66,8.60E-01,59,9.00E-01,55
GOTERM_BP_5,ear development,1.20E-01,52,5.50E-01,45,6.00E-01,52,4.20E-01,41,5.50E-01,51,7.30E-01,44,7.20E-01,42
GOTERM_BP_5,positive regulation of amine transport,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,phosphatidylcholine biosynthetic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,dorsal/ventral neural tube patterning,1.00E+00,#N/A,1.00E+00,#N/A,3.20E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,macroautophagy,1.60E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,2.80E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,cGMP metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.60E-01,11,1.00E+00,#N/A,2.80E-01,10,1.70E-01,10,1.30E-01,10
GOTERM_BP_5,polysaccharide biosynthetic process,1.70E-01,26,5.40E-01,22,6.20E-01,25,8.00E-01,17,5.30E-01,25,5.10E-01,23,6.20E-01,21
GOTERM_BP_5,receptor-mediated endocytosis,9.70E-01,20,8.70E-01,22,7.40E-01,28,5.00E-01,23,6.60E-01,28,7.90E-01,24,8.50E-01,22
GOTERM_BP_5,neural crest cell differentiation,7.70E-01,15,1.00E+00,#N/A,8.90E-01,16,8.50E-01,12,9.60E-01,14,9.70E-01,12,9.50E-01,12
GOTERM_BP_5,neural crest cell development,7.70E-01,15,1.00E+00,#N/A,8.90E-01,16,8.50E-01,12,9.60E-01,14,9.70E-01,12,9.50E-01,12
GOTERM_BP_5,phototransduction,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,skin development,8.80E-01,12,9.70E-01,10,2.60E-01,19,8.00E-01,11,9.60E-01,12,9.80E-01,10,9.20E-01,11
GOTERM_BP_5,epidermis morphogenesis,1.00E+00,#N/A,1.00E+00,#N/A,6.70E-01,14,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,8.80E-01,10
GOTERM_BP_5,positive regulation of multicellular organism growth,7.00E-01,12,6.70E-01,12,5.20E-01,15,2.90E-01,13,8.60E-01,12,2.70E-01,15,4.80E-01,13
GOTERM_BP_5,positive regulation of stress-activated protein kinase signaling pathway,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,7.50E-01,10,1.00E+00,#N/A
GOTERM_BP_5,regulation of gliogenesis,7.30E-01,10,1.00E+00,#N/A,8.00E-01,11,1.00E+00,#N/A,7.50E-01,11,7.50E-01,10,5.10E-01,11
GOTERM_BP_5,male meiosis,1.00E+00,#N/A,1.00E+00,#N/A,8.00E-01,11,1.00E+00,#N/A,7.50E-01,11,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,hindbrain development,9.00E-01,25,9.20E-01,24,2.30E-01,37,9.40E-01,20,8.60E-01,29,8.60E-01,26,6.90E-01,27
GOTERM_BP_5,sperm-egg recognition,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,response to nicotine,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of organic acid transport,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,binding of sperm to zona pellucida,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of homeostatic process,5.50E-01,20,7.40E-01,18,7.70E-01,21,4.60E-01,18,6.90E-01,21,7.00E-01,19,4.70E-01,20
GOTERM_BP_5,central nervous system neuron differentiation,6.70E-01,19,6.30E-01,19,4.10E-01,24,2.30E-01,20,4.50E-01,23,7.00E-01,19,5.90E-01,19
GOTERM_BP_5,ATP synthesis coupled proton transport,5.50E-01,20,6.30E-01,19,1.00E+00,#N/A,3.40E-01,19,5.80E-01,22,8.80E-01,17,8.10E-01,17
GOTERM_BP_5,"energy coupled proton transport, down electrochemical gradient",5.50E-01,20,6.30E-01,19,1.00E+00,#N/A,3.40E-01,19,5.80E-01,22,8.80E-01,17,8.10E-01,17
GOTERM_BP_5,glycerophospholipid biosynthetic process,3.70E-01,35,6.00E-01,32,3.60E-01,40,8.50E-01,25,7.20E-01,35,7.70E-01,31,8.10E-01,29
GOTERM_BP_5,telomere maintenance,9.20E-01,11,8.30E-01,12,7.50E-01,15,4.80E-01,13,2.60E-01,18,4.90E-01,15,3.90E-01,15
GOTERM_BP_5,glutathione metabolic process,5.30E-02,19,2.80E-01,16,7.50E-01,15,1.10E-01,16,3.90E-01,17,1.20E-01,18,1.50E-01,17
GOTERM_BP_5,reciprocal meiotic recombination,8.80E-01,10,8.60E-01,10,8.50E-01,12,6.90E-01,10,5.30E-01,14,1.00E+00,#N/A,8.40E-01,10
GOTERM_BP_5,positive regulation of neuron differentiation,1.00E+00,#N/A,7.50E-01,11,7.40E-01,13,5.40E-01,11,9.00E-01,11,6.60E-01,12,5.70E-01,12
GOTERM_BP_5,detection of mechanical stimulus involved in sensory perception,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,3.50E-02,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of lipid catabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,protein trimerization,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,response to dietary excess,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,glycosaminoglycan metabolic process,8.90E-01,23,7.90E-01,24,8.90E-01,27,7.80E-01,21,7.50E-01,28,6.90E-01,26,5.60E-01,26
GOTERM_BP_5,transcription initiation,6.50E-01,39,6.70E-01,38,6.50E-01,45,9.20E-01,29,9.20E-01,39,9.50E-01,34,8.80E-01,34
GOTERM_BP_5,plasma lipoprotein particle remodeling,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of carbohydrate metabolic process,4.90E-01,11,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,defense response to Gram-positive bacterium,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of cellular carbohydrate metabolic process,4.90E-01,11,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,hormone biosynthetic process,9.90E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,10,9.90E-01,10,1.00E+00,#N/A
GOTERM_BP_5,body fluid secretion,9.50E-01,10,7.80E-01,12,8.90E-01,13,8.30E-01,10,9.30E-01,12,9.10E-01,11,8.60E-01,11
GOTERM_BP_5,anterior/posterior axis specification,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,acidic amino acid transport,1.00E+00,#N/A,2.90E-01,10,5.40E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,water homeostasis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,male genitalia development,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,cerebellar cortex morphogenesis,1.00E+00,#N/A,1.00E+00,#N/A,5.40E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,telencephalon cell migration,1.00E+00,#N/A,1.00E+00,#N/A,3.50E-01,11,1.00E+00,#N/A,4.90E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,startle response,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,phospholipid biosynthetic process,4.00E-01,51,8.30E-01,44,5.80E-01,56,9.50E-01,35,8.90E-01,49,9.00E-01,44,8.40E-01,43
GOTERM_BP_5,response to gamma radiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,neural crest cell migration,8.40E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,9.40E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,epithelium development,9.80E-01,93,9.80E-01,91,1.00E+00,#N/A,9.10E-01,84,9.60E-01,108,1.00E+00,87,1.00E+00,86
GOTERM_BP_5,aminoglycan metabolic process,7.90E-01,29,8.20E-01,28,1.00E+00,#N/A,7.70E-01,25,7.60E-01,33,7.40E-01,30,6.10E-01,30
GOTERM_BP_5,cerebellum morphogenesis,5.90E-01,10,1.00E+00,#N/A,4.70E-01,12,1.00E+00,#N/A,7.60E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,response to cocaine,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,autonomic nervous system development,5.90E-01,10,1.00E+00,#N/A,4.70E-01,12,1.00E+00,#N/A,7.60E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,response to tropane,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of defense response to virus,1.00E+00,#N/A,1.00E+00,#N/A,6.50E-01,11,3.50E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of glucose metabolic process,5.90E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of lipid catabolic process,4.70E-01,14,7.30E-01,12,7.40E-01,14,1.00E+00,#N/A,9.80E-01,10,6.50E-01,13,9.10E-01,10
GOTERM_BP_5,respiratory electron transport chain,1.00E-02,41,6.90E-03,41,1.20E-01,41,7.90E-04,40,2.50E-02,43,3.20E-03,43,4.00E-04,44
GOTERM_BP_5,positive regulation of DNA repair,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,behavioral fear response,2.30E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,3.80E-01,10,2.50E-01,10,1.00E+00,#N/A
GOTERM_BP_5,macrophage activation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,embryonic axis specification,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of lipid transport,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,regulation of chemokine production,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of neuron differentiation,5.10E-01,17,4.70E-01,17,4.30E-01,20,3.50E-01,16,4.90E-01,19,2.80E-01,19,2.00E-01,19
GOTERM_BP_5,regulation of amine transport,9.20E-01,13,9.60E-01,12,1.00E+00,#N/A,6.20E-01,14,9.10E-01,15,9.90E-01,11,8.90E-01,13
GOTERM_BP_5,somatic diversification of immunoglobulins,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of B cell activation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,peripheral nervous system development,8.00E-01,16,7.70E-01,16,5.10E-01,21,3.80E-01,17,1.20E-01,24,7.20E-01,17,4.90E-01,18
GOTERM_BP_5,glutamate signaling pathway,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,steroid catabolic process,7.30E-01,10,5.40E-01,11,4.90E-01,13,3.30E-01,11,6.00E-01,12,6.00E-01,11,6.80E-01,10
GOTERM_BP_5,natural killer cell activation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,neural tube patterning,5.70E-01,11,7.10E-01,10,3.20E-01,14,1.00E+00,#N/A,6.00E-01,12,4.20E-01,12,3.40E-01,12
GOTERM_BP_5,cell chemotaxis,1.00E+00,#N/A,1.00E+00,10,1.00E+00,#N/A,9.80E-01,11,1.00E+00,11,1.00E+00,11,1.00E+00,#N/A
GOTERM_BP_5,regulation of interleukin-6 biosynthetic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,L-glutamate transport,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,ciliary or flagellar motility,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of G-protein coupled receptor protein signaling pathway,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,cerebral cortex cell migration,1.00E+00,#N/A,1.00E+00,#N/A,3.20E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,embryonic skeletal system development,9.40E-01,31,8.30E-01,33,8.90E-01,38,9.10E-01,27,9.80E-01,33,9.30E-01,32,9.60E-01,29
GOTERM_BP_5,brown fat cell differentiation,1.00E+00,#N/A,8.60E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,9.60E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,neuron fate commitment,5.40E-01,21,8.20E-01,18,7.70E-01,22,6.80E-01,17,9.30E-01,19,7.90E-01,19,5.80E-01,20
GOTERM_BP_5,protein secretion,9.30E-01,12,3.40E-01,17,6.90E-01,17,3.70E-01,15,8.50E-01,15,5.50E-01,16,8.30E-01,13
GOTERM_BP_5,endocrine pancreas development,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,forebrain cell migration,1.00E+00,#N/A,1.00E+00,#N/A,4.60E-01,11,1.00E+00,#N/A,5.90E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,neuromuscular synaptic transmission,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of transforming growth factor beta receptor signaling pathway,1.00E+00,#N/A,3.80E-01,10,6.40E-01,10,1.00E+00,#N/A,5.90E-01,10,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,DNA integration,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,somitogenesis,7.00E-01,16,9.90E-01,11,1.00E+00,#N/A,9.40E-01,11,8.80E-01,16,9.90E-01,11,9.80E-01,11
GOTERM_BP_5,ATP synthesis coupled electron transport,3.00E-02,35,4.00E-02,34,2.10E-01,35,4.20E-03,34,5.40E-02,37,9.90E-03,37,1.60E-03,38
GOTERM_BP_5,proximal/distal pattern formation,7.20E-01,11,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,L-amino acid transport,1.00E+00,#N/A,6.90E-01,11,9.00E-01,11,1.00E+00,#N/A,1.00E+00,#N/A,8.50E-01,10,1.00E+00,#N/A
GOTERM_BP_5,segmentation,7.40E-01,22,9.90E-01,16,1.00E+00,#N/A,9.30E-01,16,9.50E-01,21,9.70E-01,18,9.90E-01,16
GOTERM_BP_5,leukocyte chemotaxis,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,10,1.00E+00,#N/A
GOTERM_BP_5,regulation of B cell differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,negative regulation of protein secretion,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,cytokine biosynthetic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,translational elongation,8.80E-02,56,3.00E-01,51,5.40E-01,56,2.40E-01,46,2.60E-01,58,2.10E-01,54,6.90E-02,55
GOTERM_BP_5,hair follicle morphogenesis,1.00E+00,#N/A,1.00E+00,#N/A,8.00E-01,10,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,mechanoreceptor differentiation,1.50E-01,18,3.50E-01,16,6.90E-01,16,5.40E-01,13,6.20E-01,16,4.10E-01,16,3.20E-01,16
GOTERM_BP_5,regulation of DNA repair,7.90E-01,10,1.00E+00,#N/A,7.40E-01,12,5.70E-01,10,9.10E-01,10,8.10E-01,10,1.00E+00,#N/A
GOTERM_BP_5,regulation of osteoclast differentiation,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,alditol metabolic process,2.50E-01,15,6.70E-01,12,6.70E-01,14,7.50E-01,10,7.50E-01,13,5.70E-01,13,7.80E-01,11
GOTERM_BP_5,embryonic skeletal system morphogenesis,9.90E-01,19,9.70E-01,21,1.00E+00,#N/A,9.00E-01,20,9.80E-01,24,9.70E-01,22,9.60E-01,21
GOTERM_BP_5,regulation of interleukin-8 production,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of nucleotide metabolic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,positive regulation of nucleotide biosynthetic process,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,myeloid leukocyte mediated immunity,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
GOTERM_BP_5,neuron fate specification,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A,1.00E+00,#N/A
